"ID_tramite","ID_tipo_tramite","tramite_fecha","ID_registro","ID_provincia","ID_origen","automotor_anio_modelo","ID_tipo_automotor","ID_marca","ID_modelo","ID_automotor_uso","ID_tipo_persona","ID_localidad_titular","ID_provincia_titular","ID_genero","titular_anio_nacimiento","ID_titular_pais","titular_porcentaje_titularidad"
"50618","1","2/22/2023","779","21","1","2022","55","83","793","1","1","2598","21","2","1961","2","50"
"50619","1","2/28/2023","827","24","1","2022","55","83","793","1","2","2784","24","0","2002","0","100"
"50620","1","2/1/2023","819","22","1","2023","55","21","807","1","2","2857","22","0","2015","0","100"
"50621","1","2/8/2023","807","21","1","2022","55","83","793","1","2","2598","21","0","2001","0","100"
"50622","1","2/3/2023","806","21","1","2022","55","83","793","1","1","2509","21","2","2000","2","100"
"50623","1","2/7/2023","698","16","1","2021","55","83","792","1","2","3121","16","0","2016","0","100"
"50624","1","2/6/2023","706","17","1","2023","55","48","1319","1","1","2956","17","2","1972","2","100"
"50625","1","2/17/2023","617","12","1","2023","55","21","807","1","2","1771","12","0","2014","0","100"
"50626","1","2/16/2023","630","13","1","2023","55","21","807","1","2","2010","13","0","2014","0","100"
"50627","1","2/8/2023","615","12","1","2023","55","21","807","1","1","1771","12","2","1978","2","100"
"50628","1","2/27/2023","664","14","1","2022","55","21","807","1","1","2395","14","2","1961","2","100"
"50629","1","2/1/2023","464","2","1","2022","55","83","793","1","2","992","2","0","2020","0","100"
"50630","1","2/1/2023","464","2","1","2022","55","83","793","1","2","992","2","0","2020","0","100"
"50631","1","2/16/2023","494","2","1","2023","55","48","1319","1","2","3174","2","0","2010","0","100"
"50632","1","2/3/2023","498","2","1","2023","55","21","806","1","2","992","2","0","2018","0","100"
"50633","1","2/8/2023","167","1","1","2023","55","21","806","1","2","2185","1","0","2020","0","100"
"50634","1","2/24/2023","147","1","1","2022","55","83","793","1","2","1754","1","0","2004","0","100"
"50635","1","2/16/2023","58","1","1","2023","55","48","1319","1","2","2064","1","0","2008","0","100"
"50636","1","2/14/2023","56","1","1","2022","55","83","793","3","2","3107","1","0","1993","0","100"
"50637","1","2/27/2023","248","1","1","2022","55","83","793","1","1","3080","1","2","1969","2","100"
"50638","1","2/24/2023","268","1","1","2022","55","83","793","1","2","1626","1","0","2015","0","100"
"50639","1","2/16/2023","328","6","1","2022","55","83","793","1","2","651","6","0","2001","0","100"
"50640","1","2/2/2023","378","6","1","2021","55","21","806","1","1","651","6","2","1962","2","100"
"50641","1","2/1/2023","663","14","1","2006","54","94","313","1","2","2809","14","0","1984","0","100"
"50642","1","2/16/2023","667","14","1","2007","53","122","920","1","2","1106","14","0","2008","0","100"
"50643","2","2/8/2023","373","6","2","2022","60","13","422","1","1","651","6","2","1979","2","100"
"50644","1","2/17/2023","822","22","1","2023","52","75","516","1","1","1690","22","2","1981","2","100"
"50645","1","2/13/2023","832","24","1","2023","52","75","516","1","2","90","24","0","1980","0","100"
"50646","1","2/2/2023","731","20","1","2023","52","75","516","3","2","2566","20","0","2019","0","100"
"50647","1","2/16/2023","228","1","1","2023","52","75","516","1","2","1906","1","0","1977","0","100"
"50648","1","2/9/2023","259","1","1","2023","52","73","831","1","2","2343","1","0","1978","0","100"
"50649","2","2/24/2023","772","21","2","2023","51","75","115","1","1","2834","21","2","1983","2","100"
"50650","2","2/23/2023","788","21","2","2023","51","75","31","1","2","2809","21","0","2017","0","100"
"50651","2","2/14/2023","745","21","2","2023","51","75","280","1","2","809","21","0","2012","0","100"
"50652","2","2/14/2023","759","21","2","2023","51","75","33","1","2","1435","21","0","2014","0","100"
"50653","2","2/22/2023","771","21","2","2023","51","75","280","1","1","2927","21","2","1974","2","100"
"50654","2","2/17/2023","767","21","2","2023","51","75","33","1","2","3189","21","0","1996","0","100"
"50655","2","2/16/2023","827","24","2","2023","51","75","31","1","2","2784","24","0","1993","0","100"
"50656","2","2/16/2023","802","21","2","2023","51","75","111","1","2","3188","21","0","2012","0","100"
"50657","2","2/24/2023","794","21","2","2023","51","75","282","1","2","2598","21","0","1995","0","100"
"50658","2","2/24/2023","794","21","2","2023","51","75","111","1","2","2598","21","0","1995","0","100"
"50659","2","2/15/2023","830","24","2","2023","51","75","31","1","1","1730","24","2","1978","2","100"
"50660","2","2/15/2023","793","21","2","2023","51","75","111","1","2","2598","21","0","1999","0","100"
"50661","2","2/13/2023","807","21","2","2023","51","75","31","1","2","2598","21","0","2004","0","100"
"50662","2","2/28/2023","815","22","2","2023","51","94","126","1","2","2897","22","0","2017","0","100"
"50663","2","2/22/2023","837","23","2","2023","51","75","105","1","2","2567","23","0","2012","0","100"
"50664","2","2/28/2023","833","24","2","2023","51","94","126","1","1","2784","24","2","1973","2","100"
"50665","2","2/22/2023","837","23","2","2023","51","75","105","1","2","2567","23","0","2012","0","100"
"50666","2","2/16/2023","837","23","2","2023","51","75","105","1","2","2567","23","0","2012","0","100"
"50667","2","2/22/2023","706","17","2","2023","51","75","104","1","2","1373","17","0","2010","0","100"
"50668","2","2/27/2023","714","18","2","2023","51","75","282","1","2","2526","18","0","2010","0","100"
"50669","2","2/8/2023","706","17","2","2023","51","75","31","1","2","1373","17","0","2010","0","100"
"50670","2","2/10/2023","733","20","2","2023","51","75","115","1","2","651","20","0","1997","0","100"
"50671","2","2/9/2023","733","20","2","2023","51","75","115","1","2","2454","20","0","1997","0","100"
"50672","2","2/8/2023","711","17","2","2023","51","75","111","1","2","2645","17","0","2011","0","100"
"50673","2","2/7/2023","631","13","2","2023","51","75","105","1","2","2010","13","0","2010","0","100"
"50674","2","2/23/2023","635","13","2","2023","51","75","118","1","2","848","13","0","2008","0","100"
"50675","2","2/28/2023","637","13","2","2023","51","75","105","1","2","724","13","0","1991","0","100"
"50676","2","2/24/2023","647","13","2","2023","51","94","126","1","2","2586","13","0","2011","0","100"
"50677","2","2/23/2023","668","15","2","2023","51","75","111","1","2","2124","15","0","2010","0","100"
"50678","2","2/15/2023","652","13","2","2023","51","75","115","1","2","724","13","0","2022","0","100"
"50679","2","2/9/2023","684","15","2","2023","51","75","105","1","2","2383","15","0","2004","0","100"
"50680","2","2/28/2023","674","15","2","2023","51","75","282","1","2","2199","15","0","2003","0","100"
"50681","2","2/28/2023","674","15","2","2023","51","75","282","1","2","2199","15","0","2003","0","100"
"50682","2","2/28/2023","683","15","2","2023","51","94","126","1","2","2793","15","0","2006","0","100"
"50683","2","2/9/2023","684","15","2","2023","51","75","105","1","2","2383","15","0","2004","0","100"
"50684","2","2/28/2023","683","15","2","2023","51","94","126","1","2","2793","15","0","2006","0","100"
"50685","2","2/14/2023","648","13","2","2023","51","75","105","1","1","1383","13","2","1934","2","100"
"50686","2","2/1/2023","673","15","2","2023","51","75","115","1","2","2199","15","0","1994","0","100"
"50687","2","2/23/2023","668","15","2","2023","51","75","111","1","2","2124","15","0","2010","0","100"
"50688","2","2/23/2023","683","15","2","2023","51","75","104","1","2","162","15","0","2002","0","100"
"50689","2","2/23/2023","668","15","2","2023","51","75","111","1","2","2124","15","0","2010","0","100"
"50690","2","2/28/2023","661","14","2","2023","51","75","283","1","2","2395","14","0","2016","0","100"
"50691","2","2/1/2023","674","15","2","2023","51","75","103","1","2","2199","15","0","1972","0","100"
"50692","2","2/2/2023","677","15","2","2023","51","75","104","1","2","2384","15","0","2003","0","100"
"50693","2","2/2/2023","677","15","2","2023","51","75","119","1","2","2384","15","0","2003","0","100"
"50694","2","2/1/2023","679","15","2","2023","51","75","118","1","2","784","15","0","2003","0","100"
"50695","2","2/2/2023","677","15","2","2023","51","75","104","1","2","2384","15","0","2003","0","100"
"50696","2","2/2/2023","465","2","2","2023","51","75","282","1","2","992","2","0","2000","0","100"
"50697","2","2/14/2023","447","2","2","2023","51","75","105","1","2","638","2","0","1978","0","100"
"50698","2","2/14/2023","448","2","2","2023","51","75","104","1","1","1613","2","2","1967","2","100"
"50699","2","2/9/2023","450","2","2","2023","51","94","126","1","2","2562","2","0","2002","0","100"
"50700","2","2/17/2023","454","2","2","2023","51","75","103","1","1","3263","2","2","1976","2","100"
"50701","2","2/17/2023","479","2","2","2023","51","75","103","1","1","992","2","2","1967","2","100"
"50702","2","2/28/2023","460","2","2","2023","51","75","31","1","2","1873","2","0","2000","0","100"
"50703","2","2/28/2023","467","2","2","2023","51","75","115","1","2","3287","2","0","1995","0","100"
"50704","2","2/17/2023","539","4","2","2023","51","75","279","1","2","2271","4","0","2004","0","100"
"50705","2","2/16/2023","499","2","2","2023","51","75","103","1","2","992","2","0","2005","0","100"
"50706","2","2/6/2023","517","7","2","2023","51","75","31","1","2","2952","7","0","2016","0","100"
"50707","2","2/6/2023","517","7","2","2023","51","75","31","1","2","2952","7","0","2016","0","100"
"50708","2","2/6/2023","517","7","2","2023","51","75","103","1","2","2952","7","0","2016","0","100"
"50709","2","2/6/2023","517","7","2","2023","51","75","103","1","2","2952","7","0","2016","0","100"
"50710","2","2/3/2023","527","7","2","2023","51","75","105","1","1","2542","7","1","1964","2","100"
"50711","2","2/8/2023","528","7","2","2023","51","75","115","1","1","2686","7","2","1969","2","100"
"50712","2","2/14/2023","528","7","2","2023","51","75","116","1","1","1605","7","2","1990","2","100"
"50713","2","2/28/2023","499","2","2","2023","51","75","278","1","2","992","2","0","2019","0","100"
"50714","2","2/14/2023","517","7","2","2023","51","75","110","1","2","2308","7","0","2010","0","100"
"50715","2","2/10/2023","526","7","2","2023","51","75","105","1","1","2305","7","2","1960","2","100"
"50716","2","2/28/2023","501","2","2","2023","51","75","278","1","2","1262","2","0","2000","0","100"
"50717","2","2/15/2023","490","2","2","2023","51","94","126","1","2","2562","2","0","2011","0","100"
"50718","2","2/15/2023","184","1","2","2023","51","75","119","1","2","2176","1","0","1996","0","100"
"50719","2","2/8/2023","169","1","2","2023","51","75","31","1","1","1908","1","2","1962","2","100"
"50720","2","2/15/2023","184","1","2","2023","51","75","119","1","2","2176","1","0","1996","0","100"
"50721","2","2/15/2023","184","1","2","2023","51","75","119","1","2","2176","1","0","1996","0","100"
"50722","2","2/17/2023","187","1","2","2023","51","75","31","1","2","1301","1","0","2009","0","100"
"50723","2","2/9/2023","181","1","2","2023","51","75","115","1","2","2185","1","0","1997","0","100"
"50724","2","2/24/2023","25","1","2","2023","51","94","126","1","1","815","1","2","1982","2","100"
"50725","2","2/17/2023","47","1","2","2023","51","75","116","1","1","3173","1","2","1977","2","100"
"50726","2","2/24/2023","45","1","2","2023","51","75","31","1","1","3220","1","2","1973","2","100"
"50727","2","2/6/2023","33","1","2","2023","51","94","126","1","2","1364","1","0","1989","0","100"
"50728","2","2/27/2023","21","1","2","2023","51","75","110","1","1","1016","1","2","1962","2","50"
"50729","2","2/28/2023","42","1","2","2023","51","94","126","1","2","1665","1","0","2008","0","100"
"50730","2","2/8/2023","7","1","2","2023","51","75","31","1","2","212","1","0","2002","0","100"
"50731","2","2/27/2023","128","1","2","2023","51","75","31","1","1","1415","1","2","1979","2","100"
"50732","2","2/10/2023","91","1","2","2023","51","75","31","1","2","2789","1","0","2000","0","100"
"50733","2","2/8/2023","126","1","2","2023","51","75","280","1","2","2779","1","0","1994","0","100"
"50734","2","2/10/2023","104","1","2","2023","51","75","110","1","2","686","1","0","2003","0","100"
"50735","2","2/10/2023","117","1","2","2023","51","75","116","1","2","1515","1","0","2006","0","100"
"50736","2","2/23/2023","128","1","2","2023","51","75","104","1","2","1415","1","0","2012","0","100"
"50737","2","2/23/2023","128","1","2","2023","51","94","126","1","1","1415","1","2","1984","2","100"
"50738","2","2/16/2023","128","1","2","2023","51","75","31","1","2","1415","1","0","2013","0","100"
"50739","2","2/1/2023","91","1","2","2023","51","75","31","1","2","2791","1","0","1998","0","100"
"50740","2","2/1/2023","91","1","2","2023","51","75","31","1","2","2791","1","0","1998","0","100"
"50741","2","2/24/2023","128","1","2","2023","51","75","105","1","2","1415","1","0","2011","0","100"
"50742","2","2/1/2023","91","1","2","2023","51","75","31","1","2","2791","1","0","1998","0","100"
"50743","2","2/1/2023","91","1","2","2023","51","75","31","1","2","2791","1","0","1998","0","100"
"50744","2","2/24/2023","128","1","2","2023","51","75","105","1","2","1415","1","0","2011","0","100"
"50745","2","2/22/2023","72","1","2","2023","51","75","105","1","2","2343","1","0","1996","0","100"
"50746","2","2/8/2023","543","5","2","2023","51","75","31","1","2","964","5","0","2020","0","100"
"50747","2","2/8/2023","568","8","2","2023","51","94","126","1","1","2288","8","2","1973","2","100"
"50748","2","2/9/2023","538","4","2","2023","51","75","105","1","1","2537","4","2","1952","2","100"
"50749","2","2/8/2023","548","5","2","2023","51","75","110","1","2","2463","5","0","1987","0","100"
"50750","2","2/8/2023","553","5","2","2023","51","75","283","1","2","964","5","0","2009","0","100"
"50751","2","2/2/2023","415","6","2","2023","51","75","31","1","2","651","6","0","1996","0","100"
"50752","2","2/13/2023","402","6","2","2023","51","75","31","1","2","651","6","0","2011","0","100"
"50753","2","2/13/2023","415","6","2","2023","51","75","115","1","2","651","6","0","1978","0","100"
"50754","2","2/13/2023","415","6","2","2023","51","75","110","1","2","651","6","0","2996","0","100"
"50755","2","2/16/2023","430","2","2","2023","51","75","33","1","2","992","2","0","2022","0","100"
"50756","2","2/14/2023","415","6","2","2023","51","75","115","1","2","651","6","0","1978","0","100"
"50757","2","2/23/2023","402","6","2","2023","51","75","31","1","2","651","6","0","2011","0","100"
"50758","2","2/23/2023","402","6","2","2023","51","75","31","1","2","651","6","0","2018","0","100"
"50759","2","2/23/2023","402","6","2","2023","51","75","105","1","2","651","6","0","2018","0","100"
"50760","2","2/9/2023","402","6","2","2023","51","75","31","1","2","651","6","0","2014","0","100"
"50761","2","2/14/2023","415","6","2","2023","51","75","111","1","2","651","6","0","1978","0","100"
"50762","2","2/28/2023","424","3","2","2023","51","75","119","1","2","2714","3","0","1997","0","100"
"50763","2","2/8/2023","411","6","2","2023","51","94","126","1","2","651","6","0","2006","0","100"
"50764","2","2/14/2023","426","2","2","2023","51","94","126","1","2","180","2","0","2017","0","100"
"50765","2","2/9/2023","411","6","2","2023","51","94","126","1","2","651","6","0","2006","0","100"
"50766","2","2/9/2023","399","6","2","2023","51","94","126","1","2","651","6","0","2014","0","100"
"50767","2","2/23/2023","417","3","2","2023","51","75","104","1","1","584","3","2","1987","2","100"
"50768","2","2/7/2023","408","6","2","2023","51","75","103","1","2","651","6","0","1991","0","100"
"50769","2","2/14/2023","415","6","2","2023","51","75","115","1","2","651","6","0","1978","0","100"
"50770","2","2/9/2023","205","1","2","2023","51","75","31","1","1","2127","1","2","1984","2","100"
"50771","2","2/3/2023","190","1","2","2023","51","75","279","1","2","2008","1","0","2009","0","100"
"50772","2","2/27/2023","230","1","2","2023","51","75","282","1","2","1815","1","0","1996","0","100"
"50773","2","2/14/2023","227","1","2","2023","51","75","115","1","2","2099","1","0","2009","0","100"
"50774","2","2/7/2023","221","1","2","2023","51","94","126","1","1","2677","1","2","1969","2","100"
"50775","2","2/7/2023","221","1","2","2023","51","94","126","1","1","2677","1","2","1969","2","100"
"50776","2","2/27/2023","230","1","2","2023","51","75","282","1","2","1815","1","0","1996","0","100"
"50777","2","2/24/2023","244","1","2","2023","51","75","104","1","2","1414","1","0","2011","0","100"
"50778","2","2/28/2023","273","1","2","2023","51","75","280","1","2","2596","1","0","2006","0","100"
"50779","2","2/15/2023","310","1","2","2023","51","75","33","1","1","1630","1","2","1985","2","100"
"50780","2","2/23/2023","311","1","2","2023","51","75","33","1","2","2238","1","0","2022","0","100"
"50781","2","2/24/2023","282","1","2","2023","51","75","105","1","2","705","1","0","2003","0","100"
"50782","2","2/9/2023","263","1","2","2023","51","94","126","1","1","1483","1","2","1976","2","100"
"50783","2","2/2/2023","263","1","2","2023","51","75","116","1","2","1483","1","0","2008","0","100"
"50784","2","2/28/2023","273","1","2","2023","51","75","280","1","2","2596","1","0","2006","0","100"
"50785","2","2/6/2023","270","1","2","2023","51","75","282","1","2","1318","1","0","2017","0","100"
"50786","2","2/16/2023","259","1","2","2023","51","94","126","1","1","1307","1","2","1964","2","100"
"50787","2","2/24/2023","309","1","2","2023","51","75","110","1","2","536","1","0","2003","0","100"
"50788","2","2/23/2023","311","1","2","2023","51","75","33","1","2","2238","1","0","2002","0","100"
"50789","2","2/28/2023","273","1","2","2023","51","75","280","1","2","2596","1","0","2006","0","100"
"50790","2","2/28/2023","273","1","2","2023","51","75","280","1","2","2596","1","0","2006","0","100"
"50791","2","2/10/2023","340","6","2","2023","51","75","280","1","2","651","6","0","2014","0","100"
"50792","2","2/9/2023","321","6","2","2023","51","75","115","1","2","651","6","0","2005","0","100"
"50793","2","2/14/2023","335","6","2","2023","51","75","282","1","2","651","6","0","1979","0","100"
"50794","2","2/8/2023","334","6","2","2023","51","75","115","1","2","651","6","0","1984","0","100"
"50795","2","2/2/2023","327","6","2","2023","51","94","126","1","2","651","6","0","2003","0","100"
"50796","2","2/16/2023","335","6","2","2023","51","75","103","1","2","651","6","0","1979","0","100"
"50797","2","2/2/2023","327","6","2","2023","51","94","126","1","2","651","6","0","2003","0","100"
"50798","2","2/2/2023","335","6","2","2023","51","75","104","1","2","651","6","0","1979","0","100"
"50799","2","2/28/2023","321","6","2","2023","51","75","115","1","2","651","6","0","2005","0","100"
"50800","2","2/28/2023","321","6","2","2023","51","75","115","1","2","651","6","0","2005","0","100"
"50801","2","2/22/2023","325","6","2","2023","51","75","33","1","2","651","6","0","2005","0","100"
"50802","2","2/9/2023","321","6","2","2023","51","75","115","1","2","651","6","0","2005","0","100"
"50803","2","2/10/2023","335","6","2","2023","51","94","126","1","2","651","6","0","1979","0","100"
"50804","2","2/3/2023","321","6","2","2023","51","94","126","1","2","651","6","0","2015","0","100"
"50805","2","2/15/2023","331","6","2","2023","51","75","33","1","2","651","6","0","2018","0","100"
"50806","2","2/7/2023","367","6","2","2023","51","94","126","1","2","651","6","0","1999","0","100"
"50807","2","2/13/2023","356","6","2","2023","51","75","104","1","2","651","6","0","2005","0","100"
"50808","2","2/15/2023","356","6","2","2023","51","75","119","3","2","651","6","0","1951","0","100"
"50809","2","2/15/2023","367","6","2","2023","51","94","126","1","2","651","6","0","1999","0","100"
"50810","2","2/8/2023","367","6","2","2023","51","94","126","1","2","651","6","0","1999","0","100"
"50811","2","2/8/2023","359","6","2","2023","51","75","105","1","2","651","6","0","1997","0","100"
"50812","2","2/13/2023","362","6","2","2023","51","94","126","1","2","651","6","0","2018","0","100"
"50813","2","2/8/2023","367","6","2","2023","51","94","126","1","2","651","6","0","1999","0","100"
"50814","2","2/10/2023","394","6","2","2023","51","75","31","1","2","651","6","0","2013","0","100"
"50815","2","2/1/2023","386","6","2","2023","51","75","31","1","2","651","6","0","1941","0","100"
"50816","2","2/1/2023","386","6","2","2023","51","75","31","1","2","651","6","0","1941","0","100"
"50817","2","2/8/2023","386","6","2","2023","51","75","110","1","2","651","6","0","1941","0","100"
"50818","2","2/14/2023","384","6","2","2023","51","94","126","1","2","651","6","0","2019","0","100"
"50819","2","2/8/2023","386","6","2","2023","51","75","111","1","2","651","6","0","1941","0","100"
"50820","2","2/22/2023","379","6","2","2022","51","75","951","1","2","651","6","0","2004","0","100"
"50821","2","2/28/2023","386","6","2","2023","51","75","105","1","2","651","6","0","1941","0","100"
"50822","2","2/3/2023","387","6","2","2023","51","75","116","1","2","651","6","0","2004","0","100"
"50823","2","2/3/2023","397","6","2","2023","51","75","105","1","2","651","6","0","2013","0","100"
"50824","2","2/10/2023","394","6","2","2023","51","75","104","1","2","651","6","0","2013","0","100"
"50825","2","2/10/2023","387","6","2","2023","51","75","31","1","2","651","6","0","2004","0","100"
"50826","2","2/28/2023","387","6","2","2023","51","75","280","1","2","651","6","0","2013","0","100"
"50827","2","2/16/2023","785","21","2","2023","50","75","47","1","1","2474","21","2","1970","2","100"
"50828","2","2/16/2023","774","21","2","2023","50","75","27","1","1","2721","21","1","1946","2","100"
"50829","2","2/22/2023","762","21","2","2023","50","94","125","1","2","2834","21","0","1981","0","100"
"50830","2","2/3/2023","783","21","2","2023","50","75","27","1","2","3102","21","0","2006","0","50"
"50831","2","2/14/2023","768","21","2","2023","50","94","125","1","1","1297","21","2","1970","2","100"
"50832","2","2/23/2023","746","21","2","2023","50","75","27","1","1","1554","21","2","1947","2","100"
"50833","2","2/13/2023","805","21","2","2023","50","75","27","1","2","2341","21","0","2015","0","100"
"50834","2","2/1/2023","817","22","2","2023","50","75","36","1","1","2496","22","2","1964","2","100"
"50835","2","2/22/2023","827","24","2","2023","50","75","80","1","2","2784","24","0","2009","0","100"
"50836","2","2/10/2023","833","24","2","2023","50","75","80","1","2","2784","24","0","2000","0","100"
"50837","2","2/17/2023","736","20","2","2023","50","94","125","1","2","1843","20","0","1995","0","100"
"50838","2","2/28/2023","704","17","2","2023","50","94","125","1","2","2801","17","0","1992","0","100"
"50839","2","2/3/2023","601","10","2","2023","50","75","82","1","2","2807","10","0","1980","0","100"
"50840","2","2/2/2023","607","11","2","2023","50","94","125","1","1","609","11","2","1981","2","100"
"50841","2","2/10/2023","613","12","2","2023","50","75","27","1","1","807","12","2","1965","2","100"
"50842","2","2/15/2023","674","15","2","2023","50","75","80","1","2","2199","15","0","2003","0","100"
"50843","2","2/15/2023","674","15","2","2023","50","75","80","1","2","2199","15","0","2003","0","100"
"50844","2","2/22/2023","480","2","2","2023","50","94","125","1","2","992","2","0","2017","0","100"
"50845","2","2/15/2023","457","2","2","2023","50","94","125","1","2","3287","2","0","2005","0","100"
"50846","2","2/27/2023","447","2","2","2023","50","75","27","1","2","2181","2","0","2004","0","100"
"50847","2","2/17/2023","459","2","2","2023","50","75","27","1","2","992","2","0","2017","0","100"
"50848","2","2/10/2023","447","2","2","2023","50","75","27","1","2","126","2","0","1944","0","100"
"50849","2","2/10/2023","443","2","2","2023","50","94","125","1","1","1703","2","2","1962","2","100"
"50850","2","2/8/2023","449","2","2","2023","50","75","27","1","2","885","2","0","2007","0","100"
"50851","2","2/17/2023","519","7","2","2023","50","94","125","1","2","2440","7","0","2001","0","100"
"50852","2","2/28/2023","529","4","2","2023","50","75","46","1","2","812","4","0","1999","0","100"
"50853","2","2/28/2023","529","4","2","2023","50","75","46","1","2","812","4","0","1999","0","100"
"50854","2","2/28/2023","9","1","2","2023","50","75","82","1","2","536","1","0","2020","0","100"
"50855","2","2/2/2023","52","1","2","2023","50","75","36","1","2","1904","1","0","2007","0","100"
"50856","2","2/9/2023","42","1","2","2023","50","94","125","1","2","1665","1","0","2005","0","100"
"50857","2","2/22/2023","68","1","2","2023","50","75","27","1","2","2904","1","0","2016","0","100"
"50858","2","2/15/2023","40","1","2","2023","50","75","36","1","2","1518","1","0","2016","0","100"
"50859","2","2/15/2023","40","1","2","2023","50","75","36","1","2","1518","1","0","2016","0","100"
"50860","2","2/1/2023","16","1","2","2023","50","94","125","1","2","740","1","0","1998","0","100"
"50861","2","2/2/2023","72","1","2","2023","50","75","80","1","2","2343","1","0","2066","0","100"
"50862","2","2/17/2023","587","8","2","2023","50","94","125","1","1","889","8","1","1974","2","100"
"50863","2","2/13/2023","542","4","2","2023","50","75","27","1","1","937","4","2","1976","2","100"
"50864","2","2/3/2023","543","5","2","2023","50","75","27","1","2","964","5","0","1999","0","100"
"50865","2","2/10/2023","581","8","2","2023","50","75","27","1","2","2288","8","0","2018","0","100"
"50866","2","2/1/2023","426","2","2","2023","50","94","125","1","2","2995","2","0","2011","0","100"
"50867","2","2/22/2023","432","2","2","2023","50","75","762","1","2","992","2","0","2015","0","100"
"50868","2","2/24/2023","405","6","2","2023","50","75","27","1","2","651","6","0","2011","0","100"
"50869","2","2/24/2023","405","6","2","2023","50","75","27","1","2","651","6","0","2011","0","100"
"50870","2","2/14/2023","250","1","2","2023","50","94","125","1","2","46","1","0","2014","0","100"
"50871","2","2/14/2023","239","1","2","2023","50","75","46","1","2","2064","1","0","2005","0","100"
"50872","2","2/23/2023","309","1","2","2023","50","75","81","1","2","658","1","0","2009","0","100"
"50873","2","2/23/2023","272","1","2","2023","50","75","36","3","2","1231","1","0","1957","0","100"
"50874","2","2/23/2023","272","1","2","2023","50","75","36","3","2","1231","1","0","1957","0","100"
"50875","2","2/2/2023","263","1","2","2023","50","75","32","1","2","1483","1","0","2001","0","100"
"50876","2","2/3/2023","359","6","2","2023","50","94","125","1","2","651","6","0","2009","0","100"
"50877","2","2/15/2023","359","6","2","2023","50","75","80","1","2","651","6","0","2002","0","100"
"50878","2","2/13/2023","386","6","2","2023","50","75","27","1","2","651","6","0","2007","0","100"
"50879","2","2/27/2023","381","6","2","2023","50","75","27","1","2","651","6","0","2012","0","100"
"50880","2","2/22/2023","395","6","2","2023","50","75","27","1","2","651","6","0","2004","0","100"
"50881","1","2/15/2023","782","21","1","2023","49","94","220","1","2","2598","21","0","2002","0","100"
"50882","1","2/9/2023","739","20","1","2023","49","130","939","1","2","1139","20","0","2022","0","100"
"50883","1","2/10/2023","737","20","1","2023","49","130","939","1","2","2566","20","0","1994","0","100"
"50884","1","2/22/2023","737","20","1","2022","49","130","950","1","2","2566","20","0","2014","0","100"
"50885","1","2/1/2023","789","21","1","2023","49","94","315","1","2","2834","21","0","2008","0","100"
"50886","1","2/2/2023","760","21","1","2023","49","155","569","1","1","735","21","1","1973","2","100"
"50887","1","2/10/2023","737","20","1","2023","49","130","939","1","2","2566","20","0","1994","0","100"
"50888","1","2/10/2023","739","20","1","2023","49","130","939","1","2","1139","20","0","2022","0","100"
"50889","1","2/27/2023","811","21","1","2023","49","130","943","1","2","2166","21","0","2004","0","100"
"50890","1","2/9/2023","803","21","1","2023","49","130","620","1","2","2834","21","0","2017","0","100"
"50891","1","2/22/2023","812","21","1","2023","49","130","881","1","2","2760","21","0","1996","0","100"
"50892","1","2/14/2023","828","24","1","2023","49","94","317","1","1","3394","24","2","1949","2","100"
"50893","1","2/27/2023","809","21","1","2023","49","130","946","1","1","1251","21","2","1974","2","100"
"50894","1","2/13/2023","826","24","1","2023","49","155","582","1","2","2612","24","0","2000","0","100"
"50895","1","2/15/2023","814","22","1","2023","49","155","582","1","1","1877","22","1","1978","2","100"
"50896","1","2/24/2023","811","21","1","2023","49","130","632","1","2","1807","21","0","2011","0","100"
"50897","1","2/10/2023","837","23","1","2023","49","155","582","1","1","2980","23","2","1956","2","100"
"50898","1","2/27/2023","841","23","1","2023","49","130","623","1","2","2567","23","0","2019","0","100"
"50899","1","2/27/2023","841","23","1","2023","49","130","623","1","2","2567","23","0","2019","0","100"
"50900","1","2/16/2023","728","19","1","2023","49","130","946","1","1","1782","19","2","1967","2","100"
"50901","1","2/23/2023","706","17","1","2023","49","155","571","1","2","1398","17","0","2007","0","100"
"50902","1","2/6/2023","720","18","1","2023","49","130","882","1","2","827","18","0","1995","0","100"
"50903","1","2/28/2023","704","17","1","2023","49","130","949","1","2","2801","17","0","2018","0","100"
"50904","1","2/16/2023","723","19","1","2023","49","130","632","1","2","2763","19","0","2002","0","100"
"50905","1","2/16/2023","723","19","1","2023","49","130","632","1","2","2763","19","0","2002","0","100"
"50906","1","2/1/2023","720","18","1","2023","49","130","946","1","2","827","18","0","2021","0","100"
"50907","1","2/8/2023","733","20","1","2023","49","130","623","1","2","2454","20","0","1997","0","100"
"50908","1","2/24/2023","706","17","1","2023","49","94","317","1","2","1398","17","0","2007","0","100"
"50909","1","2/6/2023","720","18","1","2023","49","130","882","1","2","827","18","0","1995","0","100"
"50910","1","2/22/2023","715","18","1","2023","49","94","317","1","2","724","18","0","2005","0","100"
"50911","1","2/16/2023","723","19","1","2023","49","130","632","1","2","2763","19","0","2002","0","100"
"50912","1","2/16/2023","723","19","1","2023","49","130","632","1","2","2763","19","0","2002","0","100"
"50913","1","2/27/2023","712","17","1","2023","49","94","315","1","1","1136","17","2","1974","2","100"
